agent,attribute,value
convai_agent_824,pusr,0.03559
convai_agent_825,pusr,0.008198
convai_agent_826,pusr,0.069987
convai_agent_827,pusr,0.00478
convai_agent_828,pusr,0.022972
convai_agent_829,pusr,0.021684
convai_agent_830,pusr,0.035956
convai_agent_831,pusr,0.029408
convai_agent_832,pusr,0.026897
convai_agent_833,pusr,0.033204
convai_agent_834,pusr,0.023905
convai_agent_835,pusr,0.032679
convai_agent_836,pusr,0.049536
convai_agent_837,pusr,0.076246
convai_agent_838,pusr,0.016875
convai_agent_839,pusr,0.043117
convai_agent_840,pusr,0.046409
convai_agent_841,pusr,0.018582
convai_agent_842,pusr,0.035115
convai_agent_843,pusr,0.040126
convai_agent_844,pusr,0.042397
convai_agent_845,pusr,0.060078
convai_agent_846,pusr,0.009311
convai_agent_847,pusr,0.055674
convai_agent_848,pusr,0.026633
convai_agent_849,pusr,0.039603
convai_agent_850,pusr,0.036838
convai_agent_851,pusr,0.021757
convai_agent_852,pusr,0.054059
convai_agent_853,pusr,0.063831
convai_agent_854,pusr,0.079926
convai_agent_855,pusr,0.040412
convai_agent_856,pusr,0.094151
convai_agent_857,pusr,0.006328
convai_agent_858,pusr,0.008148
convai_agent_859,pusr,0.065838
convai_agent_860,pusr,0.057269
convai_agent_861,pusr,0.044769
convai_agent_862,pusr,0.019295
convai_agent_863,pusr,0.031083
convai_agent_864,pusr,0.043869
convai_agent_865,pusr,0.022864
convai_agent_866,pusr,0.012119
convai_agent_867,pusr,0.025404
convai_agent_868,pusr,0.063691
convai_agent_869,pusr,0.078588
convai_agent_870,pusr,0.041423
convai_agent_871,pusr,0.050813
convai_agent_872,pusr,0.045656
convai_agent_873,pusr,0.025802
convai_agent_874,pusr,0.045107
convai_agent_875,pusr,0.013788
convai_agent_876,pusr,0.067971
convai_agent_877,pusr,0.062426
convai_agent_878,pusr,0.059723
convai_agent_879,pusr,0.026208
convai_agent_880,pusr,0.039667
convai_agent_881,pusr,0.053236
convai_agent_882,pusr,0.010575
convai_agent_883,pusr,0.024293
convai_agent_884,pusr,0.036651
convai_agent_885,pusr,0.063874
convai_agent_886,pusr,0.003737
convai_agent_887,pusr,0.062429
convai_agent_888,pusr,0.008558
convai_agent_889,pusr,0.01696
convai_agent_890,pusr,0.007272
convai_agent_891,pusr,0.008741
convai_agent_892,pusr,0.002818
convai_agent_893,pusr,0.029179
convai_agent_894,pusr,0.018683
convai_agent_895,pusr,0.042456
convai_agent_896,pusr,0.028931
convai_agent_897,pusr,0.020696
convai_agent_898,pusr,0.04436
convai_agent_899,pusr,0.033087
convai_agent_900,pusr,0.062902
convai_agent_901,pusr,0.058526
convai_agent_902,pusr,0.017063
convai_agent_903,pusr,0.019145
convai_agent_904,pusr,0.033501
convai_agent_905,pusr,0.065757
convai_agent_906,pusr,0.062854
convai_agent_907,pusr,0.024979
convai_agent_908,pusr,0.019723
convai_agent_909,pusr,0.040668
convai_agent_910,pusr,0.0384
convai_agent_911,pusr,0.055618
convai_agent_912,pusr,0.044379
convai_agent_913,pusr,0.031679
convai_agent_914,pusr,0.048101
convai_agent_915,pusr,0.058528
convai_agent_916,pusr,0.020909
convai_agent_917,pusr,0.056601
convai_agent_918,pusr,0.058176
convai_agent_919,pusr,0.044743
convai_agent_920,pusr,0.1
convai_agent_921,pusr,0.053292
convai_agent_922,pusr,0.037559
convai_agent_923,pusr,0.056521
convai_agent_924,pusr,0.042624
convai_agent_925,pusr,0.012055
convai_agent_926,pusr,0.036691
convai_agent_927,pusr,0.05999
convai_agent_928,pusr,0.061172
convai_agent_929,pusr,0.067365
convai_agent_930,pusr,0.064276
convai_agent_931,pusr,0.045184
convai_agent_932,pusr,0.066664
convai_agent_933,pusr,0.027909
convai_agent_934,pusr,0.066786
convai_agent_935,pusr,0.064105
convai_agent_936,pusr,0.056509
convai_agent_937,pusr,0.053997
convai_agent_938,pusr,0.048186
convai_agent_939,pusr,0.064786
convai_agent_940,pusr,0.071311
convai_agent_941,pusr,0.067535
convai_agent_942,pusr,0.006155
convai_agent_943,pusr,0.029573
convai_agent_944,pusr,0.026188
convai_agent_945,pusr,0.009177
convai_agent_946,pusr,0.067191
convai_agent_947,pusr,0.029775
convai_agent_948,pusr,0.004843
convai_agent_949,pusr,0.006019
convai_agent_950,pusr,0.07143
convai_agent_951,pusr,0.021333
convai_agent_952,pusr,0.064123
convai_agent_953,pusr,0.006416
convai_agent_954,pusr,0.048598
convai_agent_955,pusr,0.021915
convai_agent_956,pusr,0.065743
convai_agent_957,pusr,0.092499
convai_agent_958,pusr,0.051503
convai_agent_959,pusr,0.031939
convai_agent_960,pusr,0.037774
convai_agent_961,pusr,0.019944
convai_agent_962,pusr,0.019446
convai_agent_963,pusr,0.004907
convai_agent_964,pusr,0.037179
convai_agent_965,pusr,0.004152
convai_agent_966,pusr,0.06132
convai_agent_967,pusr,0.008863
convai_agent_968,pusr,0.017392
convai_agent_969,pusr,0.034593
convai_agent_970,pusr,0.07376
convai_agent_971,pusr,0.059446
convai_agent_972,pusr,0.047619
convai_agent_973,pusr,0.014642
convai_agent_974,pusr,0.074237
convai_agent_975,pusr,0.023077
convai_agent_976,pusr,0.01627
convai_agent_977,pusr,0.034725
convai_agent_978,pusr,0.038454
convai_agent_979,pusr,0.008061
convai_agent_980,pusr,0.017475
convai_agent_981,pusr,0.056361
convai_agent_982,pusr,0.047907
convai_agent_983,pusr,0.035036
convai_agent_984,pusr,0.021687
convai_agent_985,pusr,0.030602
convai_agent_986,pusr,0.042399
convai_agent_987,pusr,0.026041
convai_agent_988,pusr,0.060725
convai_agent_989,pusr,0.0183
convai_agent_990,pusr,0.054851
convai_agent_991,pusr,0.016793
convai_agent_992,pusr,0.076353
convai_agent_993,pusr,0.020294
convai_agent_994,pusr,0.009346
convai_agent_995,pusr,0.063755
convai_agent_996,pusr,0.028838
convai_agent_997,pusr,0.019984
convai_agent_998,pusr,0.049747
convai_agent_999,pusr,0.035214
convai_agent_1000,pusr,0.019782
convai_agent_1001,pusr,0.061063
convai_agent_1002,pusr,0.073699
convai_agent_1003,pusr,0.029885
convai_agent_1004,pusr,0.092644
convai_agent_1005,pusr,0.033072
convai_agent_1006,pusr,0.038207
convai_agent_1007,pusr,0.041895
convai_agent_1008,pusr,0.019707
convai_agent_1009,pusr,0.023464
convai_agent_1010,pusr,0.029002
convai_agent_1011,pusr,0.021457
convai_agent_1012,pusr,0.022926
convai_agent_1013,pusr,0.067186
convai_agent_1014,pusr,0.032353
convai_agent_1015,pusr,0.010028
convai_agent_1016,pusr,0.021796
convai_agent_1017,pusr,0.019709
convai_agent_1018,pusr,0.0645
convai_agent_1019,pusr,0.038052
convai_agent_1020,pusr,0.066799
convai_agent_1021,pusr,0.01418
convai_agent_1022,pusr,0.064659
convai_agent_1023,pusr,0.067363
convai_agent_1024,pusr,0.06572
convai_agent_1025,pusr,0.059275
convai_agent_1026,pusr,0.014879
convai_agent_1027,pusr,0.033232
convai_agent_1028,pusr,0.008008
convai_agent_1029,pusr,0.049813
convai_agent_1030,pusr,0.031747
convai_agent_1031,pusr,0.029114
convai_agent_1032,pusr,0.0608
convai_agent_1033,pusr,0.073738
convai_agent_1034,pusr,0.058587
convai_agent_1035,pusr,0.055208
convai_agent_1036,pusr,0.008165
convai_agent_1037,pusr,0.097181
convai_agent_1038,pusr,0.063613
convai_agent_1039,pusr,0.066718
convai_agent_1040,pusr,0.052477
convai_agent_1041,pusr,0.015749
