agent,attribute,value
convai_agent_11121,pusr,0.069301
convai_agent_11122,pusr,0.027366
convai_agent_11123,pusr,0.025026
convai_agent_11124,pusr,0.047138
convai_agent_11125,pusr,0.045407
convai_agent_11126,pusr,0.003032
convai_agent_11127,pusr,0.018802
convai_agent_11128,pusr,0.1
convai_agent_11129,pusr,0.074754
convai_agent_11130,pusr,0.058501
convai_agent_11131,pusr,0.004501
convai_agent_11132,pusr,0.025472
convai_agent_11133,pusr,0.065606
convai_agent_11134,pusr,0.048823
convai_agent_11135,pusr,0.010368
convai_agent_11136,pusr,0.048186
convai_agent_11137,pusr,0.046196
convai_agent_11138,pusr,0.011822
convai_agent_11139,pusr,0.046138
convai_agent_11140,pusr,0.03873
convai_agent_11141,pusr,0.058931
convai_agent_11142,pusr,0.057434
convai_agent_11143,pusr,0.059018
convai_agent_11144,pusr,0.092972
convai_agent_11145,pusr,0.050807
convai_agent_11146,pusr,0.064349
convai_agent_11147,pusr,0.031513
convai_agent_11148,pusr,0.064005
convai_agent_11149,pusr,0.051894
convai_agent_11150,pusr,0.077589
convai_agent_11151,pusr,0.024929
convai_agent_11152,pusr,0.020407
convai_agent_11153,pusr,0.079927
convai_agent_11154,pusr,0.063368
convai_agent_11155,pusr,0.06478
convai_agent_11156,pusr,0.050018
convai_agent_11157,pusr,0.02668
convai_agent_11158,pusr,0.064969
convai_agent_11159,pusr,0.064975
convai_agent_11160,pusr,0.032553
convai_agent_11161,pusr,0.06809
convai_agent_11162,pusr,0.029111
convai_agent_11163,pusr,0.037458
convai_agent_11164,pusr,0.029537
convai_agent_11165,pusr,0.077354
convai_agent_11166,pusr,0.005722
convai_agent_11167,pusr,0.045682
convai_agent_11168,pusr,0.070252
convai_agent_11169,pusr,0.056013
convai_agent_11170,pusr,0.01126
convai_agent_11171,pusr,0.057243
convai_agent_11172,pusr,0.025371
convai_agent_11173,pusr,0.035273
convai_agent_11174,pusr,0.023371
convai_agent_11175,pusr,0.076577
convai_agent_11176,pusr,0.042053
convai_agent_11177,pusr,0.016806
convai_agent_11178,pusr,0.012637
convai_agent_11179,pusr,0.034376
convai_agent_11180,pusr,0.023262
convai_agent_11181,pusr,0.048239
convai_agent_11182,pusr,0.015356
convai_agent_11183,pusr,0.055493
convai_agent_11184,pusr,0.059796
convai_agent_11185,pusr,0.063455
convai_agent_11186,pusr,0.075763
convai_agent_11187,pusr,0.048113
convai_agent_11188,pusr,0.072655
convai_agent_11189,pusr,0.062295
convai_agent_11190,pusr,0.041095
convai_agent_11191,pusr,0.001751
convai_agent_11192,pusr,0.027834
convai_agent_11193,pusr,0.070558
convai_agent_11194,pusr,0.023076
convai_agent_11195,pusr,0.014696
convai_agent_11196,pusr,0.040888
convai_agent_11197,pusr,0.055375
convai_agent_11198,pusr,0.065263
convai_agent_11199,pusr,0.062485
convai_agent_11200,pusr,0.006123
convai_agent_11201,pusr,0.061547
convai_agent_11202,pusr,0.027005
convai_agent_11203,pusr,0.048831
convai_agent_11204,pusr,0.006757
convai_agent_11205,pusr,0.043503
convai_agent_11206,pusr,0.070658
convai_agent_11207,pusr,0.054613
convai_agent_11208,pusr,0.050105
convai_agent_11209,pusr,0.064576
convai_agent_11210,pusr,0.013917
convai_agent_11211,pusr,0.013347
convai_agent_11212,pusr,0.073431
convai_agent_11213,pusr,0.067624
convai_agent_11214,pusr,0.05525
convai_agent_11215,pusr,0.042599
convai_agent_11216,pusr,0.049531
convai_agent_11217,pusr,0.005768
convai_agent_11218,pusr,0.039941
convai_agent_11219,pusr,0.061702
convai_agent_11220,pusr,0.065858
convai_agent_11221,pusr,0.005523
convai_agent_11222,pusr,0.071523
convai_agent_11223,pusr,0.036323
convai_agent_11224,pusr,0.024793
convai_agent_11225,pusr,0.01896
convai_agent_11226,pusr,0.056137
convai_agent_11227,pusr,0.063786
convai_agent_11228,pusr,0.003725
convai_agent_11229,pusr,0.012021
convai_agent_11230,pusr,0.077486
convai_agent_11231,pusr,0.042474
convai_agent_11232,pusr,0.051713
convai_agent_11233,pusr,0.064858
convai_agent_11234,pusr,0.037873
convai_agent_11235,pusr,0.055525
convai_agent_11236,pusr,0.059745
convai_agent_11237,pusr,0.052772
convai_agent_11238,pusr,0.04035
convai_agent_11239,pusr,0.040115
convai_agent_11240,pusr,0.036826
convai_agent_11241,pusr,0.024487
convai_agent_11242,pusr,0.040755
convai_agent_11243,pusr,0.071348
convai_agent_11244,pusr,0.042598
convai_agent_11245,pusr,0.062914
convai_agent_11246,pusr,0.078871
convai_agent_11247,pusr,0.051872
convai_agent_11248,pusr,0.055652
convai_agent_11249,pusr,0.026438
convai_agent_11250,pusr,0.062265
convai_agent_11251,pusr,0.061083
convai_agent_11252,pusr,0.01644
convai_agent_11253,pusr,0.030747
convai_agent_11254,pusr,0.052744
convai_agent_11255,pusr,0.062274
convai_agent_11256,pusr,0.1
convai_agent_11257,pusr,0.079973
convai_agent_11258,pusr,0.032369
convai_agent_11259,pusr,0.045291
convai_agent_11260,pusr,0.073575
convai_agent_11261,pusr,0.064051
convai_agent_11262,pusr,0.055808
convai_agent_11263,pusr,0.072895
convai_agent_11264,pusr,0.065914
convai_agent_11265,pusr,0.04438
convai_agent_11266,pusr,0.01308
convai_agent_11267,pusr,0.01374
convai_agent_11268,pusr,0.010448
convai_agent_11269,pusr,0.007384
convai_agent_11270,pusr,0.01374
convai_agent_11271,pusr,0.023992
convai_agent_11272,pusr,0.031678
convai_agent_11273,pusr,0.014796
convai_agent_11274,pusr,0.1
convai_agent_11275,pusr,0.062819
convai_agent_11276,pusr,0.041661
convai_agent_11277,pusr,0.05526
convai_agent_11278,pusr,0.017923
convai_agent_11279,pusr,0.04546
convai_agent_11280,pusr,0.073345
convai_agent_11281,pusr,0.064106
convai_agent_11282,pusr,0.005143
convai_agent_11283,pusr,0.079916
convai_agent_11284,pusr,0.057514
convai_agent_11285,pusr,0.066882
convai_agent_11286,pusr,0.071953
convai_agent_11287,pusr,0.047018
convai_agent_11288,pusr,0.012964
convai_agent_11289,pusr,0.1
convai_agent_11290,pusr,0.042555
convai_agent_11291,pusr,0.066616
convai_agent_11292,pusr,0.035377
convai_agent_11293,pusr,0.064409
convai_agent_11294,pusr,0.047602
convai_agent_11295,pusr,0.028228
convai_agent_11296,pusr,0.067705
convai_agent_11297,pusr,0.08
convai_agent_11298,pusr,0.064312
convai_agent_11299,pusr,0.019745
convai_agent_11300,pusr,0.063277
convai_agent_11301,pusr,0.08
convai_agent_11302,pusr,0.031091
convai_agent_11303,pusr,0.030729
convai_agent_11304,pusr,0.079564
convai_agent_11305,pusr,0.025024
convai_agent_11306,pusr,0.030825
convai_agent_11307,pusr,0.039821
convai_agent_11308,pusr,0.062099
convai_agent_11309,pusr,0.076185
convai_agent_11310,pusr,0.047958
convai_agent_11311,pusr,0.03218
convai_agent_11312,pusr,0.097878
convai_agent_11313,pusr,0.069115
convai_agent_11314,pusr,0.02023
convai_agent_11315,pusr,0.037625
convai_agent_11316,pusr,0.05572
convai_agent_11317,pusr,0.070845
convai_agent_11318,pusr,0.024847
convai_agent_11319,pusr,0.072611
convai_agent_11320,pusr,0.058566
convai_agent_11321,pusr,0.047063
convai_agent_11322,pusr,0.013529
convai_agent_11323,pusr,0.063182
convai_agent_11324,pusr,0.061088
convai_agent_11325,pusr,0.051723
convai_agent_11326,pusr,0.022157
convai_agent_11327,pusr,0.052686
convai_agent_11328,pusr,0.034432
convai_agent_11329,pusr,0.009361
convai_agent_11330,pusr,0.07435
convai_agent_11331,pusr,0.041901
convai_agent_11332,pusr,0.075937
convai_agent_11333,pusr,0.013442
convai_agent_11334,pusr,0.042533
convai_agent_11335,pusr,0.029763
convai_agent_11336,pusr,0.005293
convai_agent_11337,pusr,0.076674
convai_agent_11338,pusr,0.005379
convai_agent_11339,pusr,0.010853
convai_agent_11340,pusr,0.08
convai_agent_11341,pusr,0.032178
convai_agent_11342,pusr,0.016296
convai_agent_11343,pusr,0.00167
convai_agent_11344,pusr,0.023308
convai_agent_11345,pusr,0.034644
convai_agent_11346,pusr,0.01565
convai_agent_11347,pusr,0.038861
convai_agent_11348,pusr,0.026793
convai_agent_11349,pusr,0.055364
convai_agent_11350,pusr,0.028155
convai_agent_11351,pusr,0.049319
convai_agent_11352,pusr,0.038936
convai_agent_11353,pusr,0.065749
convai_agent_11354,pusr,0.038512
convai_agent_11355,pusr,0.045526
convai_agent_11356,pusr,0.08
convai_agent_11357,pusr,0.031871
convai_agent_11358,pusr,0.029829
convai_agent_11359,pusr,0.059932
convai_agent_11360,pusr,0.006781
convai_agent_11361,pusr,0.063033
convai_agent_11362,pusr,0.050534
convai_agent_11363,pusr,0.0635
convai_agent_11364,pusr,0.063367
convai_agent_11365,pusr,0.062134
convai_agent_11366,pusr,0.054795
convai_agent_11367,pusr,0.007679
convai_agent_11368,pusr,0.054698
convai_agent_11369,pusr,0.037265
convai_agent_11370,pusr,0.034245
convai_agent_11371,pusr,0.062338
convai_agent_11372,pusr,0.060817
convai_agent_11373,pusr,0.052845
convai_agent_11374,pusr,0.028216
convai_agent_11375,pusr,0.069009
convai_agent_11376,pusr,0.015676
convai_agent_11377,pusr,0.065395
convai_agent_11378,pusr,0.061933
convai_agent_11379,pusr,0.019011
convai_agent_11380,pusr,0.058516
convai_agent_11381,pusr,0.023586
convai_agent_11382,pusr,0.1
convai_agent_11383,pusr,0.020211
convai_agent_11384,pusr,0.07297
convai_agent_11385,pusr,0.061721
convai_agent_11386,pusr,0.070067
convai_agent_11387,pusr,0.079934
convai_agent_11388,pusr,0.013897
convai_agent_11389,pusr,0.057031
convai_agent_11390,pusr,0.063335
convai_agent_11391,pusr,0.066238
convai_agent_11392,pusr,0.017648
convai_agent_11393,pusr,0.055437
convai_agent_11394,pusr,0.064094
convai_agent_11395,pusr,0.068308
convai_agent_11396,pusr,0.079998
convai_agent_11397,pusr,0.046374
convai_agent_11398,pusr,0.062246
convai_agent_11399,pusr,0.06703
convai_agent_11400,pusr,0.053108
convai_agent_11401,pusr,0.063897
convai_agent_11402,pusr,0.056282
convai_agent_11403,pusr,0.063691
convai_agent_11404,pusr,0.019324
convai_agent_11405,pusr,0.040178
convai_agent_11406,pusr,0.065789
convai_agent_11407,pusr,0.078399
convai_agent_11408,pusr,0.067773
convai_agent_11409,pusr,0.027318
convai_agent_11410,pusr,0.033321
convai_agent_11411,pusr,0.074118
convai_agent_11412,pusr,0.062764
convai_agent_11413,pusr,0.023436
convai_agent_11414,pusr,0.07167
convai_agent_11415,pusr,0.018089
convai_agent_11416,pusr,0.024747
convai_agent_11417,pusr,0.056145
convai_agent_11418,pusr,0.009063
convai_agent_11419,pusr,0.063878
convai_agent_11420,pusr,0.066804
convai_agent_11421,pusr,0.070154
convai_agent_11422,pusr,0.078619
convai_agent_11423,pusr,0.026887
convai_agent_11424,pusr,0.046182
convai_agent_11425,pusr,0.035635
convai_agent_11426,pusr,0.028375
convai_agent_11427,pusr,0.073632
convai_agent_11428,pusr,0.028738
convai_agent_11429,pusr,0.043086
convai_agent_11430,pusr,0.06632
convai_agent_11431,pusr,0.058695
convai_agent_11432,pusr,0.04623
convai_agent_11433,pusr,0.032876
convai_agent_11434,pusr,0.069495
convai_agent_11435,pusr,0.068037
convai_agent_11436,pusr,0.057673
convai_agent_11437,pusr,0.025842
convai_agent_11438,pusr,0.02604
convai_agent_11439,pusr,0.034565
convai_agent_11440,pusr,0.020683
convai_agent_11441,pusr,0.077807
convai_agent_11442,pusr,0.042331
convai_agent_11443,pusr,0.023691
convai_agent_11444,pusr,0.064609
convai_agent_11445,pusr,0.038546
convai_agent_11446,pusr,0.03429
convai_agent_11447,pusr,0.079987
convai_agent_11448,pusr,0.068897
convai_agent_11449,pusr,0.065362
convai_agent_11450,pusr,0.099796
convai_agent_11451,pusr,0.074303
convai_agent_11452,pusr,0.015448
convai_agent_11453,pusr,0.058048
convai_agent_11454,pusr,0.075717
convai_agent_11455,pusr,0.068237
convai_agent_11456,pusr,0.052903
convai_agent_11457,pusr,0.00273
convai_agent_11458,pusr,0.064873
convai_agent_11459,pusr,0.064372
convai_agent_11460,pusr,0.026131
convai_agent_11461,pusr,0.064658
convai_agent_11462,pusr,0.1
convai_agent_11463,pusr,0.039836
convai_agent_11464,pusr,0.02922
convai_agent_11465,pusr,0.079999
convai_agent_11466,pusr,0.065369
convai_agent_11467,pusr,0.066024
convai_agent_11468,pusr,0.025037
convai_agent_11469,pusr,0.072349
convai_agent_11470,pusr,0.070296
convai_agent_11471,pusr,0.063156
convai_agent_11472,pusr,0.00575
convai_agent_11473,pusr,0.056438
convai_agent_11474,pusr,0.072802
convai_agent_11475,pusr,0.010407
convai_agent_11476,pusr,0.073904
convai_agent_11477,pusr,0.022306
convai_agent_11478,pusr,0.040549
convai_agent_11479,pusr,0.079985
convai_agent_11480,pusr,0.015383
convai_agent_11481,pusr,0.019044
convai_agent_11482,pusr,0.023909
convai_agent_11483,pusr,0.013236
convai_agent_11484,pusr,0.056629
convai_agent_11485,pusr,0.076667
convai_agent_11486,pusr,0.061371
convai_agent_11487,pusr,0.054494
convai_agent_11488,pusr,0.005084
convai_agent_11489,pusr,0.014557
convai_agent_11490,pusr,0.071183
convai_agent_11491,pusr,0.052532
convai_agent_11492,pusr,0.029455
convai_agent_11493,pusr,0.01758
convai_agent_11494,pusr,0.068017
convai_agent_11495,pusr,0.042139
convai_agent_11496,pusr,0.018253
convai_agent_11497,pusr,0.065334
convai_agent_11498,pusr,0.021742
convai_agent_11499,pusr,0.059424
convai_agent_11500,pusr,0.1
convai_agent_11501,pusr,0.038155
convai_agent_11502,pusr,0.070997
convai_agent_11503,pusr,0.053777
convai_agent_11504,pusr,0.038295
convai_agent_11505,pusr,0.076285
convai_agent_11506,pusr,0.041256
convai_agent_11507,pusr,0.032227
convai_agent_11508,pusr,0.017589
convai_agent_11509,pusr,0.037816
convai_agent_11510,pusr,0.041496
convai_agent_11511,pusr,0.009028
convai_agent_11512,pusr,0.046518
convai_agent_11513,pusr,0.052435
convai_agent_11514,pusr,0.063716
convai_agent_11515,pusr,0.036357
convai_agent_11516,pusr,0.060181
convai_agent_11517,pusr,0.064013
convai_agent_11518,pusr,0.017603
convai_agent_11519,pusr,0.030025
convai_agent_11520,pusr,0.035391
convai_agent_11521,pusr,0.095832
convai_agent_11522,pusr,0.066402
convai_agent_11523,pusr,0.016545
convai_agent_11524,pusr,0.005394
convai_agent_11525,pusr,0.032123
convai_agent_11526,pusr,0.070856
convai_agent_11527,pusr,0.017211
convai_agent_11528,pusr,0.031614
convai_agent_11529,pusr,0.016862
convai_agent_11530,pusr,0.05668
convai_agent_11531,pusr,0.058083
convai_agent_11532,pusr,0.054539
convai_agent_11533,pusr,0.029808
convai_agent_11534,pusr,0.050443
convai_agent_11535,pusr,0.064413
convai_agent_11536,pusr,0.062272
convai_agent_11537,pusr,0.00567
convai_agent_11538,pusr,0.079582
convai_agent_11539,pusr,0.077096
convai_agent_11540,pusr,0.08
convai_agent_11541,pusr,0.035237
convai_agent_11542,pusr,0.067517
convai_agent_11543,pusr,0.034398
convai_agent_11544,pusr,0.04634
convai_agent_11545,pusr,0.056216
convai_agent_11546,pusr,0.030259
convai_agent_11547,pusr,0.055596
convai_agent_11548,pusr,0.059874
convai_agent_11549,pusr,0.08
convai_agent_11550,pusr,0.014172
convai_agent_11551,pusr,0.06591
convai_agent_11552,pusr,0.067222
convai_agent_11553,pusr,0.064359
convai_agent_11554,pusr,0.037153
convai_agent_11555,pusr,0.020517
convai_agent_11556,pusr,0.060864
convai_agent_11557,pusr,0.059975
convai_agent_11558,pusr,0.061734
convai_agent_11559,pusr,0.077108
convai_agent_11560,pusr,0.068363
convai_agent_11561,pusr,0.076689
convai_agent_11562,pusr,0.062485
convai_agent_11563,pusr,0.08
convai_agent_11564,pusr,0.054481
convai_agent_11565,pusr,0.055472
convai_agent_11566,pusr,0.021936
convai_agent_11567,pusr,0.047877
convai_agent_11568,pusr,0.06055
convai_agent_11569,pusr,0.061098
convai_agent_11570,pusr,0.039503
convai_agent_11571,pusr,0.079867
convai_agent_11572,pusr,0.026916
convai_agent_11573,pusr,0.043918
convai_agent_11574,pusr,0.07337
convai_agent_11575,pusr,0.06352
convai_agent_11576,pusr,0.041245
convai_agent_11577,pusr,0.033985
convai_agent_11578,pusr,0.023653
convai_agent_11579,pusr,0.065837
convai_agent_11580,pusr,0.053682
convai_agent_11581,pusr,0.030857
convai_agent_11582,pusr,0.045737
convai_agent_11583,pusr,0.014118
convai_agent_11584,pusr,0.015392
convai_agent_11585,pusr,0.053221
convai_agent_11586,pusr,0.015773
convai_agent_11587,pusr,0.065212
convai_agent_11588,pusr,0.043237
convai_agent_11589,pusr,0.063974
convai_agent_11590,pusr,0.059608
convai_agent_11591,pusr,0.030099
convai_agent_11592,pusr,0.01702
convai_agent_11593,pusr,0.038748
convai_agent_11594,pusr,0.08
convai_agent_11595,pusr,0.059972
convai_agent_11596,pusr,0.039092
convai_agent_11597,pusr,0.079966
convai_agent_11598,pusr,0.054265
convai_agent_11599,pusr,0.059579
convai_agent_11600,pusr,0.078232
convai_agent_11601,pusr,0.039091
convai_agent_11602,pusr,0.069325
convai_agent_11603,pusr,0.058163
convai_agent_11604,pusr,0.065282
convai_agent_11605,pusr,0.067197
convai_agent_11606,pusr,0.063761
convai_agent_11607,pusr,0.018779
convai_agent_11608,pusr,0.011651
convai_agent_11609,pusr,0.062323
convai_agent_11610,pusr,0.040973
convai_agent_11611,pusr,0.072271
convai_agent_11612,pusr,0.021986
convai_agent_11613,pusr,0.027877
convai_agent_11614,pusr,0.060948
convai_agent_11615,pusr,0.070948
convai_agent_11616,pusr,0.079437
convai_agent_11617,pusr,0.007519
convai_agent_11618,pusr,0.002816
convai_agent_11619,pusr,0.022056
convai_agent_11620,pusr,0.033693
convai_agent_11621,pusr,0.063059
convai_agent_11622,pusr,0.030025
convai_agent_11623,pusr,0.011999
convai_agent_11624,pusr,0.064591
convai_agent_11625,pusr,0.030651
convai_agent_11626,pusr,0.012758
convai_agent_11627,pusr,0.068232
convai_agent_11628,pusr,0.021933
convai_agent_11629,pusr,0.023289
convai_agent_11630,pusr,0.004516
convai_agent_11631,pusr,0.070135
convai_agent_11632,pusr,0.014227
convai_agent_11633,pusr,0.018798
convai_agent_11634,pusr,0.009519
convai_agent_11635,pusr,0.036326
convai_agent_11636,pusr,0.028914
convai_agent_11637,pusr,0.053909
convai_agent_11638,pusr,0.028172
convai_agent_11639,pusr,0.071298
convai_agent_11640,pusr,0.035385
convai_agent_11641,pusr,0.006277
convai_agent_11642,pusr,0.043247
convai_agent_11643,pusr,0.067623
convai_agent_11644,pusr,0.063071
convai_agent_11645,pusr,0.085836
convai_agent_11646,pusr,0.054169
convai_agent_11647,pusr,0.023754
convai_agent_11648,pusr,0.029913
convai_agent_11649,pusr,0.048004
convai_agent_11650,pusr,0.062239
convai_agent_11651,pusr,0.067824
convai_agent_11652,pusr,0.010734
convai_agent_11653,pusr,0.050068
convai_agent_11654,pusr,0.059058
convai_agent_11655,pusr,0.062597
convai_agent_11656,pusr,0.040618
convai_agent_11657,pusr,0.030025
convai_agent_11658,pusr,0.077969
convai_agent_11659,pusr,0.030851
convai_agent_11660,pusr,0.044297
convai_agent_11661,pusr,0.069666
convai_agent_11662,pusr,0.066979
convai_agent_11663,pusr,0.015772
convai_agent_11664,pusr,0.053631
convai_agent_11665,pusr,0.012494
convai_agent_11666,pusr,0.03102
convai_agent_11667,pusr,0.053988
convai_agent_11668,pusr,0.003598
convai_agent_11669,pusr,0.023332
convai_agent_11670,pusr,0.026892
convai_agent_11671,pusr,0.06289
convai_agent_11672,pusr,0.099984
convai_agent_11673,pusr,0.064218
convai_agent_11674,pusr,0.005981
convai_agent_11675,pusr,0.08
convai_agent_11676,pusr,0.013624
convai_agent_11677,pusr,0.079923
convai_agent_11678,pusr,0.062623
convai_agent_11679,pusr,0.062303
convai_agent_11680,pusr,0.028582
convai_agent_11681,pusr,0.055739
convai_agent_11682,pusr,0.071327
convai_agent_11683,pusr,0.030566
convai_agent_11684,pusr,0.058323
convai_agent_11685,pusr,0.055351
convai_agent_11686,pusr,0.054503
convai_agent_11687,pusr,0.030095
convai_agent_11688,pusr,0.06622
convai_agent_11689,pusr,0.051667
convai_agent_11690,pusr,0.040399
convai_agent_11691,pusr,0.062576
convai_agent_11692,pusr,0.048939
convai_agent_11693,pusr,0.060449
convai_agent_11694,pusr,0.062621
convai_agent_11695,pusr,0.060392
convai_agent_11696,pusr,0.009422
convai_agent_11697,pusr,0.052811
convai_agent_11698,pusr,0.09995
convai_agent_11699,pusr,0.035595
convai_agent_11700,pusr,0.02833
convai_agent_11701,pusr,0.079942
convai_agent_11702,pusr,0.049334
convai_agent_11703,pusr,0.030194
convai_agent_11704,pusr,0.056366
convai_agent_11705,pusr,0.05387
convai_agent_11706,pusr,0.065076
convai_agent_11707,pusr,0.068966
convai_agent_11708,pusr,0.049911
convai_agent_11709,pusr,0.077838
convai_agent_11710,pusr,0.021352
convai_agent_11711,pusr,0.028824
convai_agent_11712,pusr,0.078627
convai_agent_11713,pusr,0.071897
convai_agent_11714,pusr,0.079918
convai_agent_11715,pusr,0.036323
convai_agent_11716,pusr,0.063242
convai_agent_11717,pusr,0.056815
convai_agent_11718,pusr,0.07999
convai_agent_11719,pusr,0.070425
convai_agent_11720,pusr,0.099376
convai_agent_11721,pusr,0.055675
convai_agent_11722,pusr,0.069341
convai_agent_11723,pusr,0.060673
convai_agent_11724,pusr,0.079982
convai_agent_11725,pusr,0.079706
convai_agent_11726,pusr,0.069877
convai_agent_11727,pusr,0.079628
convai_agent_11728,pusr,0.018657
convai_agent_11729,pusr,0.040063
convai_agent_11730,pusr,0.054589
convai_agent_11731,pusr,0.06425
convai_agent_11732,pusr,0.078374
convai_agent_11733,pusr,0.048266
convai_agent_11734,pusr,0.003722
convai_agent_11735,pusr,0.046353
convai_agent_11736,pusr,0.002804
convai_agent_11737,pusr,0.05248
convai_agent_11738,pusr,0.062341
convai_agent_11739,pusr,0.1
convai_agent_11740,pusr,0.014435
convai_agent_11741,pusr,0.012201
convai_agent_11742,pusr,0.040995
convai_agent_11743,pusr,0.1
convai_agent_11744,pusr,0.079955
convai_agent_11745,pusr,0.056393
convai_agent_11746,pusr,0.056879
convai_agent_11747,pusr,0.052027
convai_agent_11748,pusr,0.093303
convai_agent_11749,pusr,0.031204
convai_agent_11750,pusr,0.07223
convai_agent_11751,pusr,0.07984
convai_agent_11752,pusr,0.069466
convai_agent_11753,pusr,0.002562
convai_agent_11754,pusr,0.06108
convai_agent_11755,pusr,0.003082
convai_agent_11756,pusr,0.048315
convai_agent_11757,pusr,0.0634
convai_agent_11758,pusr,0.029341
convai_agent_11759,pusr,0.061958
convai_agent_11760,pusr,0.04997
convai_agent_11761,pusr,0.06176
convai_agent_11762,pusr,0.06574
convai_agent_11763,pusr,0.017787
convai_agent_11764,pusr,0.0383
convai_agent_11765,pusr,0.044622
convai_agent_11766,pusr,0.076768
convai_agent_11767,pusr,0.058923
convai_agent_11768,pusr,0.018166
convai_agent_11769,pusr,0.027583
convai_agent_11770,pusr,0.056706
convai_agent_11771,pusr,0.065418
convai_agent_11772,pusr,0.072421
convai_agent_11773,pusr,0.03702
convai_agent_11774,pusr,0.053878
convai_agent_11775,pusr,0.02317
convai_agent_11776,pusr,0.012591
convai_agent_11777,pusr,0.099666
convai_agent_11778,pusr,0.069444
convai_agent_11779,pusr,0.062888
convai_agent_11780,pusr,0.072505
convai_agent_11781,pusr,0.045146
convai_agent_11782,pusr,0.072925
convai_agent_11783,pusr,0.040487
convai_agent_11784,pusr,0.061596
convai_agent_11785,pusr,0.02377
convai_agent_11786,pusr,0.034331
convai_agent_11787,pusr,0.06241
convai_agent_11788,pusr,0.042804
convai_agent_11789,pusr,0.065632
convai_agent_11790,pusr,0.06232
convai_agent_11791,pusr,0.010103
convai_agent_11792,pusr,0.076589
convai_agent_11793,pusr,0.027422
convai_agent_11794,pusr,0.036094
convai_agent_11795,pusr,0.063376
convai_agent_11796,pusr,0.060431
convai_agent_11797,pusr,0.071439
convai_agent_11798,pusr,0.067165
convai_agent_11799,pusr,0.071718
convai_agent_11800,pusr,0.037013
convai_agent_11801,pusr,0.061313
convai_agent_11802,pusr,0.029426
convai_agent_11803,pusr,0.046425
convai_agent_11804,pusr,0.063562
convai_agent_11805,pusr,0.012814
convai_agent_11806,pusr,0.004409
convai_agent_11807,pusr,0.065118
convai_agent_11808,pusr,0.017525
convai_agent_11809,pusr,0.079894
convai_agent_11810,pusr,0.061993
convai_agent_11811,pusr,0.055196
convai_agent_11812,pusr,0.051659
convai_agent_11813,pusr,0.03394
convai_agent_11814,pusr,0.017605
convai_agent_11815,pusr,0.072007
convai_agent_11816,pusr,0.025872
convai_agent_11817,pusr,0.013373
convai_agent_11818,pusr,0.060578
convai_agent_11819,pusr,0.065631
convai_agent_11820,pusr,0.1
convai_agent_11821,pusr,0.056892
convai_agent_11822,pusr,0.097835
convai_agent_11823,pusr,0.079839
convai_agent_11824,pusr,0.040696
convai_agent_11825,pusr,0.029713
convai_agent_11826,pusr,0.079111
convai_agent_11827,pusr,0.063685
convai_agent_11828,pusr,0.022626
convai_agent_11829,pusr,0.027034
convai_agent_11830,pusr,0.037941
convai_agent_11831,pusr,0.029944
convai_agent_11832,pusr,0.005926
convai_agent_11833,pusr,0.056296
convai_agent_11834,pusr,0.062471
convai_agent_11835,pusr,0.05456
convai_agent_11836,pusr,0.045674
convai_agent_11837,pusr,0.060369
convai_agent_11838,pusr,0.018927
convai_agent_11839,pusr,0.079979
convai_agent_11840,pusr,0.078384
convai_agent_11841,pusr,0.072618
convai_agent_11842,pusr,0.03454
convai_agent_11843,pusr,0.065583
convai_agent_11844,pusr,0.060397
convai_agent_11845,pusr,0.043841
convai_agent_11846,pusr,0.021143
convai_agent_11847,pusr,0.008304
convai_agent_11848,pusr,0.024371
convai_agent_11849,pusr,0.026531
convai_agent_11850,pusr,0.072216
convai_agent_11851,pusr,0.077185
convai_agent_11852,pusr,0.065569
convai_agent_11853,pusr,0.02689
convai_agent_11854,pusr,0.005419
convai_agent_11855,pusr,0.020904
convai_agent_11856,pusr,0.099997
convai_agent_11857,pusr,0.022463
convai_agent_11858,pusr,0.061712
convai_agent_11859,pusr,0.060018
convai_agent_11860,pusr,0.003849
convai_agent_11861,pusr,0.062278
convai_agent_11862,pusr,0.052206
convai_agent_11863,pusr,0.053452
convai_agent_11864,pusr,0.019305
convai_agent_11865,pusr,0.003788
convai_agent_11866,pusr,0.071518
convai_agent_11867,pusr,0.1
convai_agent_11868,pusr,0.077291
convai_agent_11869,pusr,0.016624
convai_agent_11870,pusr,0.078277
convai_agent_11871,pusr,0.013955
convai_agent_11872,pusr,0.08
convai_agent_11873,pusr,0.08
convai_agent_11874,pusr,0.035142
convai_agent_11875,pusr,0.067555
convai_agent_11876,pusr,0.079945
convai_agent_11877,pusr,0.066774
convai_agent_11878,pusr,0.045915
convai_agent_11879,pusr,0.071147
convai_agent_11880,pusr,0.062505
convai_agent_11881,pusr,0.044503
convai_agent_11882,pusr,0.054887
convai_agent_11883,pusr,0.053291
convai_agent_11884,pusr,0.074648
convai_agent_11885,pusr,0.022785
convai_agent_11886,pusr,0.076464
convai_agent_11887,pusr,0.040716
convai_agent_11888,pusr,0.063634
convai_agent_11889,pusr,0.052967
convai_agent_11890,pusr,0.068212
convai_agent_11891,pusr,0.07386
convai_agent_11892,pusr,0.054848
convai_agent_11893,pusr,0.018572
convai_agent_11894,pusr,0.043023
convai_agent_11895,pusr,0.047275
convai_agent_11896,pusr,0.062406
convai_agent_11897,pusr,0.062374
convai_agent_11898,pusr,0.049063
